term_original,term_norm,best_domain,top_score,second_score,margin,cluster_id,cluster_confidence,cluster_label
low fat diet,low fat diet,treatment_diet_metabolic,0.57378256,0.23476374,0.33901882,-1,0.0,noise
Clean Eating,clean eating,treatment_diet_metabolic,0.58187914,0.24921885,0.3326603,-1,0.0,noise
"small, low-carb meals","small, low-carb meals",treatment_diet_metabolic,0.59514546,0.2688902,0.32625526,-1,0.0,noise
low carb diet,low carb diet,treatment_diet_metabolic,0.5293982,0.2044985,0.3248997,-1,0.0,noise
Wheat free diet,wheat free diet,treatment_diet_metabolic,0.5068042,0.18779847,0.31900576,-1,0.0,noise
sugar free diet,sugar free diet,treatment_diet_metabolic,0.5261981,0.21566924,0.31052884,-1,0.0,noise
gluten free diet,gluten free diet,treatment_diet_metabolic,0.5129667,0.20256941,0.31039727,-1,0.0,noise
Dairy free diet,dairy free diet,treatment_diet_metabolic,0.54382,0.24188314,0.30193686,-1,0.0,noise
High protein diet,high protein diet,treatment_diet_metabolic,0.58323103,0.28171653,0.3015145,-1,0.0,noise
small frequent meals,small frequent meals,treatment_diet_metabolic,0.53728116,0.24516907,0.29211208,-1,0.0,noise
lactose free diet,lactose free diet,treatment_diet_metabolic,0.48827136,0.20130631,0.28696504,-1,0.0,noise
healthy meal,healthy meal,treatment_diet_metabolic,0.62835085,0.34446603,0.28388482,-1,0.0,noise
healthy eating,healthy eating,treatment_diet_metabolic,0.5595049,0.2782446,0.2812603,-1,0.0,noise
Dairy-free diet,dairy-free diet,treatment_diet_metabolic,0.5474788,0.2664981,0.2809807,-1,0.0,noise
high fat diet,high fat diet,treatment_diet_metabolic,0.5184467,0.23871854,0.27972814,-1,0.0,noise
low dairy diet,low dairy diet,treatment_diet_metabolic,0.53513193,0.25572187,0.27941006,-1,0.0,noise
Normal diet ,normal diet,treatment_diet_metabolic,0.55764836,0.28343135,0.274217,-1,0.0,noise
Resrticted diet,resrticted diet,treatment_diet_metabolic,0.53895473,0.26499915,0.27395558,-1,0.0,noise
healthy diet,healthy diet,treatment_diet_metabolic,0.56583554,0.29773456,0.26810098,-1,0.0,noise
Paleo Diet,paleo diet,treatment_diet_metabolic,0.5737762,0.31321222,0.26056397,-1,0.0,noise
Gastroparesis Diet,gastroparesis diet,treatment_diet_metabolic,0.50916386,0.252895,0.25626886,-1,0.0,noise
Kaufman phase 1 diet,kaufman phase 1 diet,treatment_diet_metabolic,0.50245136,0.24649714,0.2559542,-1,0.0,noise
meals,meals,treatment_diet_metabolic,0.6095569,0.35971284,0.24984407,-1,0.0,noise
Rice protein Shake,rice protein shake,treatment_diet_metabolic,0.56844956,0.31945705,0.2489925,-1,0.0,noise
BRAT Diet,brat diet,treatment_diet_metabolic,0.54602623,0.29891223,0.247114,-1,0.0,noise
Fodmap Friendly,fodmap friendly,treatment_diet_metabolic,0.49808288,0.25301707,0.24506581,-1,0.0,noise
low fibre diet ,low fibre diet,treatment_diet_metabolic,0.5077263,0.2676197,0.24010661,-1,0.0,noise
AIP diet,aip diet,treatment_diet_metabolic,0.4744672,0.24158493,0.23288226,-1,0.0,noise
diet,diet,treatment_diet_metabolic,0.672591,0.44015703,0.23243394,-1,0.0,noise
GAPS diet,gaps diet,treatment_diet_metabolic,0.52166677,0.28975582,0.23191094,-1,0.0,noise
carnivore diet,carnivore diet,treatment_diet_metabolic,0.45135206,0.22495735,0.22639471,-1,0.0,noise
crohn’s diet,crohn’s diet,treatment_diet_metabolic,0.47099042,0.24905756,0.22193286,-1,0.0,noise
Soft diet,soft diet,treatment_diet_metabolic,0.5598123,0.3386177,0.2211946,-1,0.0,noise
Eat well,eat well,treatment_diet_metabolic,0.5067885,0.2878436,0.21894488,-1,0.0,noise
Good diet ,good diet,treatment_diet_metabolic,0.6139817,0.39630717,0.21767455,-1,0.0,noise
Home-cooked meals,home-cooked meals,treatment_diet_metabolic,0.463029,0.2469978,0.2160312,-1,0.0,noise
gluten intake,gluten intake,treatment_diet_metabolic,0.47219062,0.2577585,0.21443212,-1,0.0,noise
Low sodium diet,low sodium diet,treatment_diet_metabolic,0.5180331,0.3095842,0.20844889,-1,0.0,noise
eat more and healthier,eat more and healthier,treatment_diet_metabolic,0.5054935,0.3027275,0.20276603,-1,0.0,noise
protein shake or bar,protein shake or bar,treatment_diet_metabolic,0.57971907,0.37808734,0.20163172,-1,0.0,noise
Nutrition Suppliment Combo,nutrition suppliment combo,treatment_diet_metabolic,0.5713854,0.36989838,0.201487,-1,0.0,noise
My Goodness Organics meals,my goodness organics meals,treatment_diet_metabolic,0.56002164,0.36134762,0.19867402,-1,0.0,noise
Soy lecithin free diet,soy lecithin free diet,treatment_diet_metabolic,0.4758736,0.2781856,0.19768798,-1,0.0,noise
SCD/GAPS diet,scd/gaps diet,treatment_diet_metabolic,0.45248115,0.26414314,0.18833801,-1,0.0,noise
Metagenics GI Replenish Replacement Meal,metagenics gi replenish replacement meal,treatment_diet_metabolic,0.51651585,0.328943,0.18757284,-1,0.0,noise
bland diet,bland diet,treatment_diet_metabolic,0.5709349,0.38538605,0.18554884,-1,0.0,noise
Liquid Diet,liquid diet,treatment_diet_metabolic,0.5441714,0.36167416,0.18249723,-1,0.0,noise
IC diet,ic diet,treatment_diet_metabolic,0.55420065,0.37880635,0.1753943,-1,0.0,noise
Eat Sugar,eat sugar,treatment_diet_metabolic,0.4533419,0.28123546,0.17210644,-1,0.0,noise
Eating,eating,treatment_diet_metabolic,0.58013654,0.40944946,0.17068708,-1,0.0,noise
gluten free,gluten free,treatment_diet_metabolic,0.49647325,0.32860947,0.16786379,-1,0.0,noise
e meal,e meal,treatment_diet_metabolic,0.5674019,0.40020353,0.16719836,-1,0.0,noise
high sodium diet,high sodium diet,treatment_diet_metabolic,0.483361,0.31710467,0.16625634,-1,0.0,noise
Ensure Shake,ensure shake,treatment_diet_metabolic,0.475537,0.3107076,0.1648294,-1,0.0,noise
healthy food,healthy food,treatment_diet_metabolic,0.52468956,0.36069348,0.16399607,-1,0.0,noise
high fibre breakfast,high fibre breakfast,treatment_diet_metabolic,0.50288993,0.34408852,0.1588014,-1,0.0,noise
Dietary Protein,dietary protein,treatment_diet_metabolic,0.54059386,0.38704214,0.15355173,-1,0.0,noise
no gluten,no gluten,treatment_diet_metabolic,0.48338905,0.3420468,0.14134225,-1,0.0,noise
Hcg diet,hcg diet,treatment_diet_metabolic,0.4503181,0.32111645,0.12920165,-1,0.0,noise
Gluten-free,gluten-free,treatment_diet_metabolic,0.5129339,0.3850981,0.12783581,-1,0.0,noise
RAD diet,rad diet,treatment_diet_metabolic,0.48272592,0.35606652,0.1266594,-1,0.0,noise
sun warrior protein shake,sun warrior protein shake,treatment_diet_metabolic,0.5105776,0.38542253,0.12515509,-1,0.0,noise
nutrition,nutrition,treatment_diet_metabolic,0.5805193,0.46017614,0.12034318,-1,0.0,noise
Garden of Life Raw Meal,garden of life raw meal,treatment_diet_metabolic,0.5157664,0.39732614,0.11844024,-1,0.0,noise
Mediterranean Diet,mediterranean diet,treatment_diet_metabolic,0.47848135,0.36711982,0.11136153,-1,0.0,noise
protein powder,protein powder,treatment_diet_metabolic,0.5902915,0.4793401,0.110951394,-1,0.0,noise
Blended Food,blended food,treatment_diet_metabolic,0.49416155,0.38325095,0.110910594,-1,0.0,noise
high salt diet,high salt diet,treatment_diet_metabolic,0.4880327,0.37743157,0.11060113,-1,0.0,noise
Multi Food,multi food,treatment_diet_metabolic,0.45420924,0.34506157,0.10914767,-1,0.0,noise
7-keto-dhea,7-keto-dhea,treatment_diet_metabolic,0.4827215,0.37374336,0.10897815,-1,0.0,noise
low dairy,low dairy,treatment_diet_metabolic,0.5233499,0.41514677,0.10820311,-1,0.0,noise
Sugary snack,sugary snack,treatment_diet_metabolic,0.4808813,0.37627268,0.104608625,-1,0.0,noise
low histamine diet,low histamine diet,treatment_diet_metabolic,0.51023203,0.40722123,0.1030108,-1,0.0,noise
dairy free,dairy free,treatment_diet_metabolic,0.46714604,0.3729003,0.09424573,-1,0.0,noise
flaxseed meal,flaxseed meal,treatment_diet_metabolic,0.49867022,0.40561178,0.09305844,-1,0.0,noise
probiotic shake,probiotic shake,treatment_diet_metabolic,0.49182856,0.40729105,0.084537506,-1,0.0,noise
diet pills,diet pills,treatment_diet_metabolic,0.5254445,0.44250488,0.082939625,-1,0.0,noise
milk and cream free,milk and cream free,treatment_diet_metabolic,0.47216702,0.3949669,0.077200115,-1,0.0,noise
Diet Coke,diet coke,treatment_diet_metabolic,0.53573257,0.45981836,0.075914204,-1,0.0,noise
Bedtime snack,bedtime snack,treatment_diet_metabolic,0.47913414,0.40389475,0.07523939,-1,0.0,noise
having morning snack(s),having morning snack(s,treatment_diet_metabolic,0.45877433,0.38365638,0.075117946,-1,0.0,noise
Nutri MegaMag Muscleze,nutri megamag muscleze,treatment_diet_metabolic,0.48598346,0.4115632,0.07442027,-1,0.0,noise
Lunch,lunch,treatment_diet_metabolic,0.47908103,0.40526173,0.07381931,-1,0.0,noise
Snacks,snacks,treatment_diet_metabolic,0.49421477,0.42201787,0.0721969,-1,0.0,noise
gluten,gluten,treatment_diet_metabolic,0.52226764,0.459302,0.06296563,-1,0.0,noise
Ketotifin,ketotifin,treatment_diet_metabolic,0.5720216,0.51767373,0.054347873,-1,0.0,noise
Protonix,protonix,treatment_gastrointestinal,0.6292313,0.4808972,0.14833409,-1,0.0,noise
alieve,alieve,treatment_gastrointestinal,0.56406504,0.4254402,0.13862485,-1,0.0,noise
protonix EARLY,protonix early,treatment_gastrointestinal,0.45321408,0.32390612,0.12930796,-1,0.0,noise
Gaviscon,gaviscon,treatment_gastrointestinal,0.48925775,0.3738435,0.11541426,-1,0.0,noise
Ranitine ,ranitine,treatment_gastrointestinal,0.6695634,0.55479467,0.11476874,-1,0.0,noise
Zaditor Drops,zaditor drops,treatment_gastrointestinal,0.45740464,0.3481217,0.10928294,-1,0.0,noise
digestaguard,digestaguard,treatment_gastrointestinal,0.53783506,0.43015707,0.107677996,-1,0.0,noise
ranimed,ranimed,treatment_gastrointestinal,0.5435102,0.43934798,0.104162216,-1,0.0,noise
Ruconest,ruconest,treatment_gastrointestinal,0.50023115,0.39840943,0.10182172,-1,0.0,noise
Zantac,zantac,treatment_gastrointestinal,0.6121944,0.5117353,0.1004591,-1,0.0,noise
laxido,laxido,treatment_gastrointestinal,0.5242632,0.43351692,0.09074628,-1,0.0,noise
Pepcid,pepcid,treatment_gastrointestinal,0.58126175,0.49074382,0.09051794,-1,0.0,noise
zaviana,zaviana,treatment_gastrointestinal,0.55327237,0.46368015,0.08959222,-1,0.0,noise
Prilosec,prilosec,treatment_gastrointestinal,0.63073844,0.5421343,0.08860415,-1,0.0,noise
Peptid+,peptid,treatment_gastrointestinal,0.561087,0.47491413,0.08617288,-1,0.0,noise
ranitadine,ranitadine,treatment_gastrointestinal,0.6297742,0.5443173,0.08545691,-1,0.0,noise
esylium,esylium,treatment_gastrointestinal,0.59462917,0.5101149,0.08451426,-1,0.0,noise
pepcid ac,pepcid ac,treatment_gastrointestinal,0.5610675,0.47716397,0.08390355,-1,0.0,noise
Rulide,rulide,treatment_gastrointestinal,0.48585626,0.40260845,0.08324781,-1,0.0,noise
Antacid,antacid,treatment_gastrointestinal,0.5799452,0.4967123,0.08323291,-1,0.0,noise
Pazeo,pazeo,treatment_gastrointestinal,0.5731242,0.49005336,0.083070815,-1,0.0,noise
Questran,questran,treatment_gastrointestinal,0.52987653,0.4469545,0.08292204,-1,0.0,noise
Adalat,adalat,treatment_gastrointestinal,0.53459847,0.45194876,0.08264971,-1,0.0,noise
laxette,laxette,treatment_gastrointestinal,0.4727861,0.39040315,0.08238295,-1,0.0,noise
Zetia,zetia,treatment_gastrointestinal,0.52178955,0.43984866,0.08194089,-1,0.0,noise
prolase,prolase,treatment_gastrointestinal,0.5284033,0.44665575,0.08174753,-1,0.0,noise
Diamicron,diamicron,treatment_gastrointestinal,0.6252745,0.5435765,0.081698,-1,0.0,noise
Selen,selen,treatment_gastrointestinal,0.49109685,0.40978378,0.08131307,-1,0.0,noise
physeptone,physeptone,treatment_gastrointestinal,0.5032826,0.4228125,0.080470115,-1,0.0,noise
Rupanase ,rupanase,treatment_gastrointestinal,0.57263863,0.49333352,0.07930511,-1,0.0,noise
Azo,azo,treatment_gastrointestinal,0.45690238,0.37844843,0.07845396,-1,0.0,noise
pipcid,pipcid,treatment_gastrointestinal,0.5275639,0.44929823,0.0782657,-1,0.0,noise
DigestZen,digestzen,treatment_gastrointestinal,0.5359913,0.45818976,0.077801555,-1,0.0,noise
ferrum phos,ferrum phos,treatment_gastrointestinal,0.49072945,0.4135791,0.077150345,-1,0.0,noise
Zapaine,zapaine,treatment_gastrointestinal,0.65200746,0.5754977,0.076509774,-1,0.0,noise
Zrytec-D,zrytec-d,treatment_gastrointestinal,0.46161777,0.3853398,0.07627797,-1,0.0,noise
aztasan,aztasan,treatment_gastrointestinal,0.4911235,0.41498348,0.07614002,-1,0.0,noise
Chemet,chemet,treatment_gastrointestinal,0.55473405,0.47925717,0.075476885,-1,0.0,noise
Privera,privera,treatment_gastrointestinal,0.5665597,0.49234763,0.074212044,-1,0.0,noise
dolased,dolased,treatment_gastrointestinal,0.49616534,0.42199492,0.07417041,-1,0.0,noise
Ziac,ziac,treatment_gastrointestinal,0.5111073,0.43806368,0.073043644,-1,0.0,noise
azomid,azomid,treatment_gastrointestinal,0.61550677,0.5428626,0.072644174,-1,0.0,noise
Zohydro,zohydro,treatment_gastrointestinal,0.55665815,0.48420072,0.07245743,-1,0.0,noise
Zaldiar,zaldiar,treatment_gastrointestinal,0.5463931,0.47430474,0.07208836,-1,0.0,noise
Alinia,alinia,treatment_gastrointestinal,0.48393553,0.41220826,0.071727276,-1,0.0,noise
aralen,aralen,treatment_gastrointestinal,0.48640049,0.41503063,0.07136986,-1,0.0,noise
Femisan A,femisan a,treatment_gastrointestinal,0.50348246,0.43216902,0.07131344,-1,0.0,noise
Pyrolle Primer AM,pyrolle primer am,treatment_gastrointestinal,0.4641245,0.39335647,0.07076803,-1,0.0,noise
Berroca,berroca,treatment_gastrointestinal,0.5302247,0.46042448,0.0698002,-1,0.0,noise
Nutramedix ,nutramedix,treatment_gastrointestinal,0.5644118,0.49461383,0.06979799,-1,0.0,noise
AscoTop,ascotop,treatment_gastrointestinal,0.46206778,0.3923546,0.069713175,-1,0.0,noise
Elvanse,elvanse,treatment_gastrointestinal,0.518159,0.44879848,0.069360495,-1,0.0,noise
Zafirlukast,zafirlukast,treatment_gastrointestinal,0.5325825,0.46367246,0.06891006,-1,0.0,noise
extra pepcid,extra pepcid,treatment_gastrointestinal,0.52434766,0.45544645,0.06890121,-1,0.0,noise
clonidi,clonidi,treatment_gastrointestinal,0.526531,0.45833188,0.0681991,-1,0.0,noise
Prometrium,prometrium,treatment_gastrointestinal,0.4610178,0.39310288,0.0679149,-1,0.0,noise
Norspan,norspan,treatment_gastrointestinal,0.49222302,0.42451075,0.06771228,-1,0.0,noise
Gavascon,gavascon,treatment_gastrointestinal,0.4555037,0.3881976,0.0673061,-1,0.0,noise
Pepcid complete,pepcid complete,treatment_gastrointestinal,0.5304016,0.46314067,0.06726092,-1,0.0,noise
Anovite,anovite,treatment_gastrointestinal,0.5168406,0.45111144,0.06572914,-1,0.0,noise
NAC,nac,treatment_gastrointestinal,0.46712983,0.40151322,0.06561661,-1,0.0,noise
Ondansetron,ondansetron,treatment_gastrointestinal,0.5542289,0.48919272,0.06503618,-1,0.0,noise
Reglan,reglan,treatment_gastrointestinal,0.47111893,0.40651768,0.06460124,-1,0.0,noise
tummeric,tummeric,treatment_gastrointestinal,0.5256802,0.46118733,0.06449285,-1,0.0,noise
Pyridium,pyridium,treatment_gastrointestinal,0.5319711,0.46758443,0.064386666,-1,0.0,noise
Neupro,neupro,treatment_gastrointestinal,0.5428289,0.47852004,0.06430888,-1,0.0,noise
Antabuse,antabuse,treatment_gastrointestinal,0.48698294,0.42283243,0.06415051,-1,0.0,noise
Aleeve,aleeve,treatment_gastrointestinal,0.5343838,0.4712779,0.06310588,-1,0.0,noise
Super Miraforte,super miraforte,treatment_gastrointestinal,0.46794972,0.4052968,0.062652916,-1,0.0,noise
Zapian,zapian,treatment_gastrointestinal,0.5658436,0.5032549,0.06258869,-1,0.0,noise
Azli,azli,treatment_gastrointestinal,0.476409,0.41418487,0.06222412,-1,0.0,noise
Zazole,zazole,treatment_gastrointestinal,0.649822,0.58788913,0.06193286,-1,0.0,noise
Simponi,simponi,treatment_gastrointestinal,0.49657735,0.43477565,0.0618017,-1,0.0,noise
Molcosan,molcosan,treatment_gastrointestinal,0.4706006,0.40959454,0.06100607,-1,0.0,noise
Allegra D,allegra d,treatment_gastrointestinal,0.45471764,0.39373276,0.06098488,-1,0.0,noise
Rizamelt,rizamelt,treatment_gastrointestinal,0.4602057,0.3994566,0.060749114,-1,0.0,noise
Zofran,zofran,treatment_gastrointestinal,0.56288207,0.50232255,0.06055951,-1,0.0,noise
Lansoprazole,lansoprazole,treatment_gastrointestinal,0.6510751,0.5910489,0.06002623,-1,0.0,noise
Purbac,purbac,treatment_gastrointestinal,0.48109093,0.42119378,0.059897155,-1,0.0,noise
benestare,benestare,treatment_gastrointestinal,0.48715514,0.42787874,0.059276402,-1,0.0,noise
Ranitidine,ranitidine,treatment_gastrointestinal,0.67958987,0.620402,0.05918789,-1,0.0,noise
Acido tranexamico,acido tranexamico,treatment_gastrointestinal,0.55415756,0.49518815,0.05896941,-1,0.0,noise
moducare,moducare,treatment_gastrointestinal,0.5756808,0.51723033,0.05845046,-1,0.0,noise
Butec,butec,treatment_gastrointestinal,0.4511552,0.3927595,0.058395684,-1,0.0,noise
Ingefära,ingefära,treatment_gastrointestinal,0.50279504,0.44468278,0.058112264,-1,0.0,noise
nasid,nasid,treatment_gastrointestinal,0.4816053,0.42365697,0.05794832,-1,0.0,noise
Amitiza,amitiza,treatment_gastrointestinal,0.4999196,0.44205272,0.05786687,-1,0.0,noise
acidophilus,acidophilus,treatment_gastrointestinal,0.47254753,0.4147944,0.057753146,-1,0.0,noise
Allegra-d,allegra-d,treatment_gastrointestinal,0.4592591,0.4015208,0.057738304,-1,0.0,noise
Prodovite,prodovite,treatment_gastrointestinal,0.5255564,0.4678765,0.05767989,-1,0.0,noise
tri-lo-sprintec,tri-lo-sprintec,treatment_gastrointestinal,0.46326303,0.4055997,0.05766332,-1,0.0,noise
zengest,zengest,treatment_gastrointestinal,0.46932232,0.41220707,0.057115257,-1,0.0,noise
salpraz,salpraz,treatment_gastrointestinal,0.5286734,0.47159755,0.057075858,-1,0.0,noise
Granisetron,granisetron,treatment_gastrointestinal,0.46111178,0.4044888,0.056622982,-1,0.0,noise
palexia IR,palexia ir,treatment_gastrointestinal,0.48618507,0.43084204,0.055343032,-1,0.0,noise
Zaleplon,zaleplon,treatment_gastrointestinal,0.55570596,0.5005884,0.055117548,-1,0.0,noise
Chantix,chantix,treatment_gastrointestinal,0.48299995,0.42803314,0.054966807,-1,0.0,noise
digestuve,digestuve,treatment_gastrointestinal,0.5352942,0.4807915,0.054502666,-1,0.0,noise
pristique,pristique,treatment_gastrointestinal,0.54186493,0.4874233,0.05444163,-1,0.0,noise
Zonisamide,zonisamide,treatment_gastrointestinal,0.6652418,0.61155856,0.05368322,-1,0.0,noise
Zometa,zometa,treatment_gastrointestinal,0.5743304,0.5206579,0.053672493,-1,0.0,noise
Turmero Active,turmero active,treatment_gastrointestinal,0.5310142,0.47771478,0.053299427,-1,0.0,noise
Epitec,epitec,treatment_gastrointestinal,0.47375175,0.4206167,0.053135067,-1,0.0,noise
valette,valette,treatment_gastrointestinal,0.486629,0.43350393,0.053125083,-1,0.0,noise
Narco,narco,treatment_gastrointestinal,0.54442185,0.4915583,0.05286354,-1,0.0,noise
omnibionta3,omnibionta3,treatment_gastrointestinal,0.5334512,0.48067656,0.052774638,-1,0.0,noise
Femibion,femibion,treatment_gastrointestinal,0.5170703,0.46464777,0.052422523,-1,0.0,noise
zrytec,zrytec,treatment_gastrointestinal,0.48548493,0.4333994,0.05208552,-1,0.0,noise
zomorph,zomorph,treatment_gastrointestinal,0.5247885,0.47290578,0.051882714,-1,0.0,noise
BifAcid,bifacid,treatment_gastrointestinal,0.5082427,0.4566762,0.05156654,-1,0.0,noise
ferrograd,ferrograd,treatment_gastrointestinal,0.52656406,0.47559732,0.05096674,-1,0.0,noise
Ferrum Hausmann,ferrum hausmann,treatment_gastrointestinal,0.4621578,0.41129106,0.050866723,-1,0.0,noise
trittico,trittico,treatment_gastrointestinal,0.46408546,0.4133402,0.05074525,-1,0.0,noise
diovasc,diovasc,treatment_gastrointestinal,0.501804,0.45138913,0.05041486,-1,0.0,noise
ProOmega,proomega,treatment_gastrointestinal,0.55320364,0.50282043,0.05038321,-1,0.0,noise
Naphcon a,naphcon a,treatment_gastrointestinal,0.4753082,0.42515236,0.05015585,-1,0.0,noise
Cambia,cambia,treatment_gastrointestinal,0.47416472,0.424128,0.05003673,-1,0.0,noise
Constella,constella,treatment_gastrointestinal,0.5416883,0.49166584,0.050022483,-1,0.0,noise
Curcumin/Ginger,curcumin/ginger,treatment_herbal_natural,0.6944396,0.50306034,0.19137925,-1,0.0,noise
Candida Herbs,candida herbs,treatment_herbal_natural,0.579332,0.39052954,0.18880245,-1,0.0,noise
Ginger,ginger,treatment_herbal_natural,0.6278523,0.45507592,0.1727764,-1,0.0,noise
cran flora,cran flora,treatment_herbal_natural,0.51333153,0.3574825,0.15584904,-1,0.0,noise
